status_bucket,num_goals,language,avg_goal_difficulty,nav_hours,poverty_hours,total_hours_lost,lifetime_hours,lifetime_days
DACA,4,en,13.25,25.9,493.8,519.7,10394.0,1299.2
undocumented,3,en,9.33,18.1,744.9,763.0,15260.0,1907.5
citizen,2,es,16.0,26.3,372.1,398.4,7968.0,996.0
DACA,3,en,11.33,23.3,499.3,522.6,10452.0,1306.5
undocumented,2,es,8.0,28.9,1039.8,1068.7,21374.0,2671.8
permanent_resident,3,en,11.33,13.6,350.9,364.5,7290.0,911.2
citizen,5,es,12.0,21.1,402.0,423.1,8462.0,1057.8
DACA,5,es,12.0,27.3,802.5,829.8,16596.0,2074.5
citizen,3,es,10.0,18.1,369.2,387.3,7746.0,968.2
undocumented,3,es,10.0,29.0,1038.7,1067.7,21354.0,2669.2
undocumented,1,es,14.0,42.6,1042.5,1085.1,21702.0,2712.8
citizen,2,en,15.0,14.2,256.8,271.0,5420.0,677.5
permanent_resident,1,en,12.0,18.2,325.4,343.6,6872.0,859.0
permanent_resident,2,en,10.5,11.9,349.4,361.3,7226.0,903.2
undocumented,2,en,9.5,23.2,771.4,794.6,15892.0,1986.5
undocumented,2,es,15.0,42.4,1100.6,1143.0,22860.0,2857.5
permanent_resident,2,en,10.5,16.2,431.4,447.6,8952.0,1119.0
DACA,1,en,9.0,15.4,473.5,488.9,9778.0,1222.2
citizen,4,es,11.5,17.7,367.7,385.4,7708.0,963.5
permanent_resident,5,es,12.0,17.7,493.2,510.9,10218.0,1277.2
citizen,3,es,11.0,13.5,370.5,384.0,7680.0,960.0
citizen,2,en,15.0,20.6,262.1,282.7,5654.0,706.8
permanent_resident,1,en,12.0,14.1,330.4,344.5,6890.0,861.2
undocumented,1,en,9.0,14.6,771.1,785.7,15714.0,1964.2
permanent_resident,1,es,7.0,15.2,486.3,501.5,10030.0,1253.8
citizen,2,en,8.0,8.2,283.7,291.9,5838.0,729.8
citizen,1,es,18.0,21.5,385.8,407.3,8146.0,1018.2
citizen,3,es,11.0,20.5,386.3,406.8,8136.0,1017.0
permanent_resident,2,es,10.5,23.0,425.2,448.2,8964.0,1120.5
citizen,1,es,18.0,25.7,363.1,388.8,7776.0,972.0
DACA,2,es,13.5,30.6,695.5,726.1,14522.0,1815.2
permanent_resident,1,es,9.0,18.0,421.2,439.2,8784.0,1098.0
DACA,3,es,11.33,28.1,705.2,733.3,14666.0,1833.2
DACA,3,es,13.0,33.0,691.4,724.4,14488.0,1811.0
DACA,1,es,12.0,28.4,701.5,729.9,14598.0,1824.8
DACA,2,en,12.5,25.6,502.9,528.5,10570.0,1321.2
citizen,1,es,18.0,28.8,356.1,384.9,7698.0,962.2
undocumented,5,es,12.0,29.3,1023.9,1053.2,21064.0,2633.0
permanent_resident,2,en,10.5,13.3,364.0,377.3,7546.0,943.2
undocumented,1,es,18.0,51.2,1030.5,1081.7,21634.0,2704.2
undocumented,1,en,18.0,43.1,740.4,783.5,15670.0,1958.8
undocumented,2,en,11.5,30.0,727.9,757.9,15158.0,1894.8
undocumented,4,en,10.5,21.4,739.9,761.3,15226.0,1903.2
undocumented,1,es,18.0,57.3,1138.8,1196.1,23922.0,2990.2
undocumented,3,en,10.0,27.4,755.8,783.2,15664.0,1958.0
undocumented,4,es,12.75,47.6,991.2,1038.8,20776.0,2597.0
citizen,1,en,12.0,10.3,314.2,324.5,6490.0,811.2
DACA,1,en,14.0,27.6,573.5,601.1,12022.0,1502.8
citizen,1,en,14.0,14.7,328.8,343.5,6870.0,858.8
undocumented,3,en,13.67,31.1,742.3,773.4,15468.0,1933.5
permanent_resident,1,en,12.0,17.1,354.1,371.2,7424.0,928.0
DACA,1,en,9.0,14.6,497.8,512.4,10248.0,1281.0
DACA,3,es,11.67,27.5,686.1,713.6,14272.0,1784.0
undocumented,4,es,13.25,41.3,1043.6,1084.9,21698.0,2712.2
undocumented,1,es,9.0,29.5,1035.8,1065.3,21306.0,2663.2
undocumented,2,es,16.0,46.4,1055.3,1101.7,22034.0,2754.2
permanent_resident,5,en,12.0,14.5,352.3,366.8,7336.0,917.0
DACA,3,es,9.33,25.1,654.9,680.0,13600.0,1700.0
permanent_resident,3,en,14.67,33.5,417.2,450.7,9014.0,1126.8
permanent_resident,3,en,11.67,15.5,347.5,363.0,7260.0,907.5
DACA,4,es,12.0,30.5,686.2,716.7,14334.0,1791.8
citizen,3,es,13.67,19.9,391.5,411.4,8228.0,1028.5
permanent_resident,3,en,13.67,13.4,346.9,360.3,7206.0,900.8
permanent_resident,3,es,10.0,23.6,477.3,500.9,10018.0,1252.2
permanent_resident,2,es,8.0,11.9,468.3,480.2,9604.0,1200.5
DACA,4,es,11.5,34.2,682.4,716.6,14332.0,1791.5
permanent_resident,5,es,12.0,24.1,462.9,487.0,9740.0,1217.5
citizen,2,en,13.0,10.4,247.2,257.6,5152.0,644.0
undocumented,2,en,10.5,31.7,778.3,810.0,16200.0,2025.0
permanent_resident,3,en,11.33,15.7,401.1,416.8,8336.0,1042.0
DACA,3,en,11.67,19.5,437.0,456.5,9130.0,1141.2
citizen,1,en,9.0,8.7,247.8,256.5,5130.0,641.2
undocumented,3,en,13.67,36.5,732.9,769.4,15388.0,1923.5
DACA,3,en,10.0,18.1,509.1,527.2,10544.0,1318.0
citizen,5,es,12.0,26.0,355.1,381.1,7622.0,952.8
undocumented,1,es,14.0,43.6,1081.1,1124.7,22494.0,2811.8
citizen,3,en,14.67,15.6,248.8,264.4,5288.0,661.0
undocumented,3,en,12.33,33.4,777.6,811.0,16220.0,2027.5
undocumented,1,es,12.0,29.1,1042.4,1071.5,21430.0,2678.8
undocumented,3,en,10.0,24.0,712.0,736.0,14720.0,1840.0
permanent_resident,3,es,9.33,8.8,482.8,491.6,9832.0,1229.0
undocumented,3,es,13.0,35.6,1038.4,1074.0,21480.0,2685.0
permanent_resident,2,es,9.5,21.8,493.1,514.9,10298.0,1287.2
undocumented,5,es,12.0,38.7,1034.1,1072.8,21456.0,2682.0
DACA,1,es,18.0,41.9,727.7,769.6,15392.0,1924.0
permanent_resident,4,es,13.25,27.7,586.7,614.4,12288.0,1536.0
permanent_resident,5,es,12.0,15.1,485.5,500.6,10012.0,1251.5
citizen,2,es,12.5,16.5,379.0,395.5,7910.0,988.8
undocumented,5,en,12.0,27.2,738.1,765.3,15306.0,1913.2
permanent_resident,2,en,15.0,21.7,351.1,372.8,7456.0,932.0
citizen,2,en,10.5,8.5,258.7,267.2,5344.0,668.0
undocumented,1,es,12.0,45.5,1031.3,1076.8,21536.0,2692.0
permanent_resident,2,en,13.0,14.2,362.7,376.9,7538.0,942.2
undocumented,3,es,9.33,32.7,1063.1,1095.8,21916.0,2739.5
DACA,3,en,9.33,16.6,513.7,530.3,10606.0,1325.8
permanent_resident,2,en,15.0,26.0,374.9,400.9,8018.0,1002.2
undocumented,1,es,12.0,33.2,1046.1,1079.3,21586.0,2698.2
permanent_resident,3,es,13.0,26.5,470.8,497.3,9946.0,1243.2
citizen,3,es,13.0,43.6,372.5,416.1,8322.0,1040.2
permanent_resident,3,en,10.0,12.7,372.9,385.6,7712.0,964.0
undocumented,2,es,8.0,26.6,1030.7,1057.3,21146.0,2643.2
undocumented,5,en,12.0,30.9,773.8,804.7,16094.0,2011.8
permanent_resident,2,en,16.0,20.2,336.2,356.4,7128.0,891.0
permanent_resident,2,en,10.5,12.6,309.9,322.5,6450.0,806.2
undocumented,5,en,12.0,32.9,744.6,777.5,15550.0,1943.8
undocumented,2,en,8.0,23.2,723.3,746.5,14930.0,1866.2
DACA,3,es,11.0,29.7,691.3,721.0,14420.0,1802.5
citizen,2,es,13.5,18.1,390.4,408.5,8170.0,1021.2
undocumented,2,es,13.5,35.7,1026.1,1061.8,21236.0,2654.5
undocumented,3,es,9.33,30.0,1047.5,1077.5,21550.0,2693.8
DACA,2,en,12.5,20.7,519.5,540.2,10804.0,1350.5
permanent_resident,1,en,18.0,19.1,360.1,379.2,7584.0,948.0
undocumented,1,en,18.0,44.6,741.2,785.8,15716.0,1964.5
citizen,1,es,12.0,19.2,386.8,406.0,8120.0,1015.0
DACA,2,en,12.5,27.8,472.7,500.5,10010.0,1251.2
permanent_resident,2,en,13.0,17.3,356.8,374.1,7482.0,935.2
DACA,2,en,10.5,21.0,538.7,559.7,11194.0,1399.2
citizen,5,en,12.0,14.2,259.1,273.3,5466.0,683.2
permanent_resident,2,en,13.5,25.5,352.1,377.6,7552.0,944.0
undocumented,1,en,9.0,18.0,731.0,749.0,14980.0,1872.5
permanent_resident,2,en,10.5,14.9,326.2,341.1,6822.0,852.8
undocumented,2,en,10.5,13.2,745.5,758.7,15174.0,1896.8
undocumented,5,es,12.0,35.7,1041.6,1077.3,21546.0,2693.2
citizen,2,en,13.0,12.2,257.8,270.0,5400.0,675.0
citizen,1,es,12.0,18.2,277.7,295.9,5918.0,739.8
permanent_resident,3,es,9.33,21.4,469.2,490.6,9812.0,1226.5
undocumented,5,en,12.0,40.8,762.3,803.1,16062.0,2007.8
undocumented,5,es,12.0,39.8,1040.0,1079.8,21596.0,2699.5
undocumented,3,es,12.33,35.0,1043.3,1078.3,21566.0,2695.8
citizen,1,en,12.0,11.7,213.6,225.3,4506.0,563.2
permanent_resident,5,es,12.0,24.1,472.0,496.1,9922.0,1240.2
undocumented,3,es,11.0,31.0,1060.4,1091.4,21828.0,2728.5
undocumented,5,en,12.0,28.0,738.3,766.3,15326.0,1915.8
permanent_resident,2,en,8.0,17.4,330.3,347.7,6954.0,869.2
undocumented,1,en,14.0,33.7,742.6,776.3,15526.0,1940.8
undocumented,3,en,13.67,29.8,742.9,772.7,15454.0,1931.8
undocumented,3,es,10.0,32.2,1043.3,1075.5,21510.0,2688.8
permanent_resident,3,en,13.0,5.9,361.6,367.5,7350.0,918.8
DACA,5,en,12.0,16.9,514.2,531.1,10622.0,1327.8
permanent_resident,2,en,15.0,5.4,326.6,332.0,6640.0,830.0
permanent_resident,1,en,12.0,17.5,357.5,375.0,7500.0,937.5
citizen,1,en,14.0,13.1,264.9,278.0,5560.0,695.0
citizen,1,en,18.0,16.5,260.4,276.9,5538.0,692.2
citizen,2,en,15.0,15.2,266.4,281.6,5632.0,704.0
undocumented,1,en,12.0,27.4,722.6,750.0,15000.0,1875.0
DACA,3,en,13.0,27.0,440.6,467.6,9352.0,1169.0
undocumented,4,en,13.25,31.5,746.8,778.3,15566.0,1945.8
citizen,3,es,13.67,24.6,400.7,425.3,8506.0,1063.2
citizen,1,en,12.0,10.6,324.8,335.4,6708.0,838.5
permanent_resident,1,en,18.0,16.8,348.9,365.7,7314.0,914.2
permanent_resident,4,es,11.5,27.5,471.2,498.7,9974.0,1246.8
citizen,4,es,12.0,15.0,266.6,281.6,5632.0,704.0
DACA,5,es,12.0,30.2,699.3,729.5,14590.0,1823.8
undocumented,1,es,12.0,34.1,1028.1,1062.2,21244.0,2655.5
citizen,3,es,10.0,15.7,349.4,365.1,7302.0,912.8
DACA,3,en,13.0,24.8,436.9,461.7,9234.0,1154.2
permanent_resident,3,es,11.0,24.5,478.0,502.5,10050.0,1256.2
permanent_resident,1,es,7.0,22.2,485.9,508.1,10162.0,1270.2
permanent_resident,1,en,14.0,23.3,385.2,408.5,8170.0,1021.2
undocumented,1,en,7.0,17.8,729.7,747.5,14950.0,1868.8
undocumented,2,en,13.0,33.0,771.3,804.3,16086.0,2010.8
undocumented,1,en,14.0,30.8,749.2,780.0,15600.0,1950.0
undocumented,5,es,12.0,37.5,1035.1,1072.6,21452.0,2681.5
citizen,3,es,11.67,19.5,378.6,398.1,7962.0,995.2
permanent_resident,2,en,13.0,15.0,317.3,332.3,6646.0,830.8
permanent_resident,1,es,7.0,17.6,492.2,509.8,10196.0,1274.5
citizen,4,en,10.5,9.7,267.5,277.2,5544.0,693.0
undocumented,3,en,11.33,23.9,736.0,759.9,15198.0,1899.8
DACA,1,en,14.0,24.6,497.5,522.1,10442.0,1305.2
undocumented,1,es,9.0,28.6,1036.6,1065.2,21304.0,2663.0
DACA,1,es,18.0,42.3,709.1,751.4,15028.0,1878.5
undocumented,5,es,12.0,36.0,1041.5,1077.5,21550.0,2693.8
citizen,4,es,13.25,13.1,365.1,378.2,7564.0,945.5
DACA,1,en,12.0,20.3,525.3,545.6,10912.0,1364.0
undocumented,3,es,13.67,43.3,1046.9,1090.2,21804.0,2725.5
permanent_resident,2,en,15.0,21.6,358.2,379.8,7596.0,949.5
undocumented,5,es,12.0,36.7,1024.4,1061.1,21222.0,2652.8
permanent_resident,3,es,11.33,20.3,485.0,505.3,10106.0,1263.2
citizen,5,es,12.0,20.5,378.1,398.6,7972.0,996.5
citizen,4,en,11.5,11.5,249.3,260.8,5216.0,652.0
citizen,1,en,7.0,8.7,248.0,256.7,5134.0,641.8
citizen,2,en,16.0,16.6,307.6,324.2,6484.0,810.5
undocumented,1,es,7.0,25.5,1043.1,1068.6,21372.0,2671.5
citizen,1,es,7.0,14.7,366.3,381.0,7620.0,952.5
permanent_resident,4,es,10.5,19.4,517.5,536.9,10738.0,1342.2
permanent_resident,3,es,12.33,25.6,500.6,526.2,10524.0,1315.5
undocumented,4,en,11.5,26.8,753.9,780.7,15614.0,1951.8
undocumented,3,es,9.33,32.5,1168.4,1200.9,24018.0,3002.2
permanent_resident,1,es,12.0,10.7,450.9,461.6,9232.0,1154.0
undocumented,5,es,12.0,39.7,1024.5,1064.2,21284.0,2660.5
DACA,5,en,12.0,22.3,440.9,463.2,9264.0,1158.0
DACA,2,es,11.5,29.3,675.6,704.9,14098.0,1762.2
citizen,2,es,10.5,18.8,326.4,345.2,6904.0,863.0
permanent_resident,1,en,7.0,7.1,344.0,351.1,7022.0,877.8
citizen,3,es,14.67,28.9,358.2,387.1,7742.0,967.8
DACA,1,en,18.0,37.2,505.4,542.6,10852.0,1356.5
citizen,2,es,16.0,24.2,403.3,427.5,8550.0,1068.8
permanent_resident,4,es,10.5,37.8,465.8,503.6,10072.0,1259.0
undocumented,4,en,13.25,28.0,733.6,761.6,15232.0,1904.0
undocumented,1,es,12.0,37.3,1051.5,1088.8,21776.0,2722.0
DACA,1,es,18.0,37.7,699.1,736.8,14736.0,1842.0
undocumented,2,en,12.5,31.7,762.5,794.2,15884.0,1985.5
citizen,4,es,12.0,19.9,371.6,391.5,7830.0,978.8
DACA,2,en,9.5,6.5,488.5,495.0,9900.0,1237.5
DACA,4,es,11.5,27.6,722.3,749.9,14998.0,1874.8
DACA,3,es,10.0,23.5,711.9,735.4,14708.0,1838.5
undocumented,5,es,12.0,39.9,1027.1,1067.0,21340.0,2667.5
undocumented,3,en,9.33,22.1,716.2,738.3,14766.0,1845.8
undocumented,5,es,12.0,35.7,1040.6,1076.3,21526.0,2690.8
DACA,2,es,13.5,33.7,690.8,724.5,14490.0,1811.2
DACA,2,en,15.0,26.4,506.0,532.4,10648.0,1331.0
DACA,3,es,11.0,27.2,722.8,750.0,15000.0,1875.0
undocumented,1,en,12.0,27.1,726.7,753.8,15076.0,1884.5
DACA,2,en,8.0,15.2,517.0,532.2,10644.0,1330.5
citizen,1,en,12.0,12.3,262.3,274.6,5492.0,686.5
DACA,4,en,10.5,16.5,518.3,534.8,10696.0,1337.0
DACA,1,en,7.0,10.3,506.6,516.9,10338.0,1292.2
permanent_resident,1,en,7.0,10.3,289.1,299.4,5988.0,748.5
DACA,5,en,12.0,27.7,519.9,547.6,10952.0,1369.0
citizen,1,en,7.0,5.6,270.9,276.5,5530.0,691.2
DACA,1,en,7.0,14.2,495.6,509.8,10196.0,1274.5
permanent_resident,1,es,14.0,20.3,495.7,516.0,10320.0,1290.0
DACA,1,en,7.0,15.4,486.1,501.5,10030.0,1253.8
citizen,3,en,11.33,10.0,259.9,269.9,5398.0,674.8
undocumented,1,es,12.0,39.7,1062.9,1102.6,22052.0,2756.5
DACA,5,es,12.0,30.9,708.5,739.4,14788.0,1848.5
DACA,1,es,14.0,29.6,750.6,780.2,15604.0,1950.5
permanent_resident,3,es,10.0,22.7,474.1,496.8,9936.0,1242.0
permanent_resident,3,en,13.67,13.0,287.3,300.3,6006.0,750.8
citizen,1,en,12.0,11.3,238.5,249.8,4996.0,624.5
permanent_resident,2,en,15.0,23.4,342.6,366.0,7320.0,915.0
undocumented,2,es,10.5,34.3,1081.5,1115.8,22316.0,2789.5
DACA,4,es,12.75,32.5,704.3,736.8,14736.0,1842.0
DACA,2,es,15.0,27.5,729.6,757.1,15142.0,1892.8
DACA,2,es,10.5,26.6,705.7,732.3,14646.0,1830.8
DACA,1,es,12.0,30.4,695.4,725.8,14516.0,1814.5
DACA,4,en,13.25,22.4,473.1,495.5,9910.0,1238.8
DACA,1,en,9.0,14.7,499.4,514.1,10282.0,1285.2
undocumented,2,en,16.0,36.6,728.9,765.5,15310.0,1913.8
DACA,3,es,11.0,29.5,706.8,736.3,14726.0,1840.8
permanent_resident,5,en,12.0,15.3,281.6,296.9,5938.0,742.2
permanent_resident,5,es,12.0,22.2,456.1,478.3,9566.0,1195.8
citizen,1,es,9.0,16.1,397.4,413.5,8270.0,1033.8
permanent_resident,5,es,12.0,22.2,520.8,543.0,10860.0,1357.5
DACA,2,en,12.5,21.4,506.5,527.9,10558.0,1319.8
DACA,1,es,9.0,21.1,722.7,743.8,14876.0,1859.5
DACA,1,es,14.0,39.3,702.7,742.0,14840.0,1855.0
citizen,5,en,12.0,12.7,255.3,268.0,5360.0,670.0
citizen,2,es,11.5,18.8,384.6,403.4,8068.0,1008.5
permanent_resident,1,es,14.0,28.2,440.9,469.1,9382.0,1172.8
citizen,3,en,9.33,5.7,209.6,215.3,4306.0,538.2
citizen,5,es,12.0,18.0,382.5,400.5,8010.0,1001.2
citizen,5,es,12.0,5.1,356.9,362.0,7240.0,905.0
undocumented,3,en,12.33,27.6,742.6,770.2,15404.0,1925.5
undocumented,2,es,16.0,56.4,1079.4,1135.8,22716.0,2839.5
undocumented,1,es,18.0,50.6,1039.7,1090.3,21806.0,2725.8
citizen,4,en,12.75,8.1,257.6,265.7,5314.0,664.2
undocumented,4,en,12.75,17.2,708.8,726.0,14520.0,1815.0
undocumented,1,es,14.0,42.8,997.4,1040.2,20804.0,2600.5
citizen,1,en,9.0,8.2,265.7,273.9,5478.0,684.8
DACA,1,en,9.0,16.6,526.2,542.8,10856.0,1357.0
citizen,4,es,10.5,15.4,372.4,387.8,7756.0,969.5
citizen,1,en,7.0,9.6,274.9,284.5,5690.0,711.2
permanent_resident,3,es,11.33,19.2,494.0,513.2,10264.0,1283.0
DACA,5,es,12.0,31.0,727.0,758.0,15160.0,1895.0
DACA,2,en,13.0,23.3,415.2,438.5,8770.0,1096.2
undocumented,3,es,11.33,35.3,1043.9,1079.2,21584.0,2698.0
undocumented,2,en,13.0,30.9,760.0,790.9,15818.0,1977.2
permanent_resident,1,es,7.0,12.9,487.2,500.1,10002.0,1250.2
undocumented,1,en,7.0,14.5,740.5,755.0,15100.0,1887.5
citizen,4,es,13.25,25.0,355.0,380.0,7600.0,950.0
permanent_resident,3,es,11.33,21.4,541.9,563.3,11266.0,1408.2
DACA,2,en,13.0,30.8,506.4,537.2,10744.0,1343.0
DACA,4,en,10.5,22.1,508.5,530.6,10612.0,1326.5
permanent_resident,5,en,12.0,18.2,336.5,354.7,7094.0,886.8
citizen,2,en,16.0,15.2,274.7,289.9,5798.0,724.8
permanent_resident,1,en,12.0,14.4,341.7,356.1,7122.0,890.2
DACA,4,en,11.5,18.4,507.9,526.3,10526.0,1315.8
DACA,1,en,9.0,15.8,665.5,681.3,13626.0,1703.2
DACA,3,en,12.33,19.0,536.5,555.5,11110.0,1388.8
permanent_resident,3,en,13.0,15.7,348.5,364.2,7284.0,910.5
citizen,5,es,12.0,18.1,371.2,389.3,7786.0,973.2
permanent_resident,1,es,18.0,30.9,477.7,508.6,10172.0,1271.5
DACA,5,es,12.0,29.9,718.7,748.6,14972.0,1871.5
DACA,4,en,12.0,23.0,507.4,530.4,10608.0,1326.0
citizen,2,es,13.5,22.8,366.2,389.0,7780.0,972.5
DACA,2,es,13.0,47.3,713.0,760.3,15206.0,1900.8
citizen,3,es,14.67,25.0,372.7,397.7,7954.0,994.2
undocumented,5,en,12.0,27.8,722.0,749.8,14996.0,1874.5
undocumented,3,es,9.33,36.5,1065.1,1101.6,22032.0,2754.0
undocumented,4,en,10.5,24.7,751.8,776.5,15530.0,1941.2
undocumented,2,en,12.5,29.6,744.0,773.6,15472.0,1934.0
DACA,5,es,12.0,26.1,707.3,733.4,14668.0,1833.5
citizen,1,en,12.0,4.0,260.6,264.6,5292.0,661.5
citizen,1,es,7.0,18.9,336.7,355.6,7112.0,889.0
DACA,1,en,12.0,22.5,505.0,527.5,10550.0,1318.8
DACA,3,es,11.0,28.0,713.2,741.2,14824.0,1853.0
permanent_resident,2,en,12.5,19.8,334.6,354.4,7088.0,886.0
DACA,3,es,11.0,34.2,725.8,760.0,15200.0,1900.0
citizen,3,es,11.0,18.4,374.9,393.3,7866.0,983.2
DACA,5,es,12.0,30.6,684.2,714.8,14296.0,1787.0
DACA,3,en,11.0,14.1,505.3,519.4,10388.0,1298.5
citizen,1,en,18.0,21.4,278.5,299.9,5998.0,749.8
DACA,1,es,14.0,28.4,709.9,738.3,14766.0,1845.8
undocumented,2,es,12.5,40.4,1055.0,1095.4,21908.0,2738.5
undocumented,5,es,12.0,35.7,1041.6,1077.3,21546.0,2693.2
DACA,1,es,18.0,24.2,708.1,732.3,14646.0,1830.8
undocumented,4,en,10.5,22.8,739.7,762.5,15250.0,1906.2
citizen,4,en,12.0,10.8,352.8,363.6,7272.0,909.0
citizen,2,es,13.5,24.9,355.4,380.3,7606.0,950.8
undocumented,3,es,10.0,30.6,1030.6,1061.2,21224.0,2653.0
undocumented,1,es,14.0,38.0,1107.3,1145.3,22906.0,2863.2
citizen,1,es,9.0,17.1,431.7,448.8,8976.0,1122.0
undocumented,5,es,12.0,34.4,1031.2,1065.6,21312.0,2664.0
citizen,5,es,12.0,18.5,359.4,377.9,7558.0,944.8
permanent_resident,3,en,13.67,17.6,363.3,380.9,7618.0,952.2
citizen,3,en,13.0,8.5,269.8,278.3,5566.0,695.8
undocumented,5,es,12.0,48.4,1074.4,1122.8,22456.0,2807.0
DACA,2,en,13.0,25.6,488.7,514.3,10286.0,1285.8
citizen,4,en,10.5,6.1,264.5,270.6,5412.0,676.5
permanent_resident,4,es,13.25,28.2,473.9,502.1,10042.0,1255.2
undocumented,2,en,13.0,39.2,736.9,776.1,15522.0,1940.2
permanent_resident,2,en,8.0,11.0,322.5,333.5,6670.0,833.8
DACA,1,en,18.0,35.1,516.7,551.8,11036.0,1379.5
permanent_resident,3,es,11.33,24.2,492.5,516.7,10334.0,1291.8
DACA,1,es,18.0,43.2,764.0,807.2,16144.0,2018.0
citizen,5,en,12.0,10.8,252.0,262.8,5256.0,657.0
permanent_resident,4,en,12.0,2.1,343.8,345.9,6918.0,864.8
DACA,4,en,11.5,20.2,515.4,535.6,10712.0,1339.0
undocumented,1,es,18.0,51.2,1075.8,1127.0,22540.0,2817.5
citizen,4,es,12.0,23.5,385.4,408.9,8178.0,1022.2
citizen,5,es,12.0,12.6,372.3,384.9,7698.0,962.2
permanent_resident,2,en,10.5,12.2,337.7,349.9,6998.0,874.8
citizen,5,es,12.0,21.2,393.3,414.5,8290.0,1036.2
DACA,2,es,16.0,40.0,707.6,747.6,14952.0,1869.0
DACA,5,en,12.0,20.1,523.8,543.9,10878.0,1359.8
DACA,4,es,11.5,27.0,690.7,717.7,14354.0,1794.2
permanent_resident,3,en,10.0,11.0,361.7,372.7,7454.0,931.8
citizen,2,es,10.5,21.2,399.7,420.9,8418.0,1052.2
permanent_resident,3,es,10.0,21.2,462.0,483.2,9664.0,1208.0
undocumented,3,en,13.67,32.7,740.4,773.1,15462.0,1932.8
undocumented,4,en,10.5,25.6,727.8,753.4,15068.0,1883.5
undocumented,1,en,18.0,37.1,725.3,762.4,15248.0,1906.0
DACA,4,en,13.25,23.3,494.4,517.7,10354.0,1294.2
permanent_resident,1,es,18.0,25.2,465.0,490.2,9804.0,1225.5
DACA,1,es,7.0,35.3,763.5,798.8,15976.0,1997.0
undocumented,3,en,14.67,39.3,716.6,755.9,15118.0,1889.8
undocumented,2,es,15.0,40.0,1052.3,1092.3,21846.0,2730.8
undocumented,1,en,12.0,28.0,759.6,787.6,15752.0,1969.0
permanent_resident,1,es,14.0,25.8,467.9,493.7,9874.0,1234.2
citizen,3,es,13.0,23.1,377.5,400.6,8012.0,1001.5
undocumented,5,es,12.0,39.1,1041.7,1080.8,21616.0,2702.0
undocumented,1,es,18.0,51.5,982.4,1033.9,20678.0,2584.8
permanent_resident,1,en,18.0,32.8,466.6,499.4,9988.0,1248.5
undocumented,5,en,12.0,26.2,728.8,755.0,15100.0,1887.5
citizen,2,es,10.5,19.0,352.3,371.3,7426.0,928.2
permanent_resident,1,es,14.0,13.4,469.5,482.9,9658.0,1207.2
undocumented,1,es,18.0,52.7,1049.0,1101.7,22034.0,2754.2
citizen,1,es,7.0,17.6,361.3,378.9,7578.0,947.2
undocumented,3,es,10.0,29.2,1016.5,1045.7,20914.0,2614.2
DACA,3,es,13.67,34.6,710.9,745.5,14910.0,1863.8
DACA,5,es,12.0,44.9,686.0,730.9,14618.0,1827.2
DACA,3,en,11.67,25.3,509.1,534.4,10688.0,1336.0
citizen,3,en,10.0,9.9,278.7,288.6,5772.0,721.5
citizen,3,en,13.0,12.7,246.4,259.1,5182.0,647.8
citizen,4,es,13.25,28.0,369.9,397.9,7958.0,994.8
citizen,2,en,15.0,15.2,285.8,301.0,6020.0,752.5
DACA,5,en,12.0,19.0,500.7,519.7,10394.0,1299.2
citizen,1,es,14.0,19.4,357.0,376.4,7528.0,941.0
citizen,4,es,11.5,22.0,361.3,383.3,7666.0,958.2
citizen,4,en,11.5,12.3,243.8,256.1,5122.0,640.2
permanent_resident,1,es,14.0,23.2,510.9,534.1,10682.0,1335.2
DACA,1,es,9.0,29.4,699.9,729.3,14586.0,1823.2
permanent_resident,3,en,9.33,11.3,334.6,345.9,6918.0,864.8
DACA,1,es,7.0,19.3,681.0,700.3,14006.0,1750.8
undocumented,1,en,12.0,30.8,706.3,737.1,14742.0,1842.8
permanent_resident,4,en,12.0,15.3,368.8,384.1,7682.0,960.2
permanent_resident,2,es,13.0,33.0,490.7,523.7,10474.0,1309.2
undocumented,4,es,11.5,34.8,1054.1,1088.9,21778.0,2722.2
undocumented,2,en,16.0,40.1,734.6,774.7,15494.0,1936.8
DACA,2,en,15.0,26.5,506.1,532.6,10652.0,1331.5
DACA,3,es,13.0,35.1,694.9,730.0,14600.0,1825.0
citizen,3,en,10.0,7.3,244.8,252.1,5042.0,630.2
citizen,3,en,10.0,16.2,221.1,237.3,4746.0,593.2
permanent_resident,2,es,15.0,25.0,490.4,515.4,10308.0,1288.5
citizen,2,es,16.0,26.9,452.1,479.0,9580.0,1197.5
permanent_resident,2,es,8.0,16.5,464.8,481.3,9626.0,1203.2
permanent_resident,1,en,18.0,18.3,364.7,383.0,7660.0,957.5
undocumented,5,es,12.0,35.3,1036.7,1072.0,21440.0,2680.0
citizen,4,en,13.25,10.6,215.1,225.7,4514.0,564.2
DACA,2,en,10.5,18.7,510.7,529.4,10588.0,1323.5
permanent_resident,1,es,18.0,29.5,474.6,504.1,10082.0,1260.2
undocumented,2,en,12.5,27.0,717.2,744.2,14884.0,1860.5
permanent_resident,5,en,12.0,16.5,344.1,360.6,7212.0,901.5
citizen,1,es,9.0,18.6,370.7,389.3,7786.0,973.2
citizen,2,es,13.0,17.4,360.9,378.3,7566.0,945.8
permanent_resident,3,en,13.67,16.2,361.1,377.3,7546.0,943.2
DACA,1,en,12.0,31.1,642.9,674.0,13480.0,1685.0
